product_id,product_name,category,subcategory,brand,supplier,unit_cost,selling_price,launch_date
5253,TimeCraft Household 253,Grocery,Household,TimeCraft,PrimeSupply,159.88,246.29,2/16/2023
5254,GlowCare Snacks 254,Grocery,Snacks,GlowCare,ValueChain,460.87,647.88,6/12/2023
5255,PageTurner Kitchen 255,Home & Kitchen,Kitchen,PageTurner,ValueChain,389.03,541.08,5/2/2024
5256,PageTurner Children 256,Books,Children,PageTurner,MetroDistributors,179.97,253.67,12/1/2024
5257,PixelPro Yoga 257,Sports,Yoga,PixelPro,ValueChain,2524.92,3605.28,7/22/2023
5258,TimeCraft Jewelry 258,Accessories,Jewelry,TimeCraft,ValueChain,2087.79,2554.13,2/22/2024
5259,TechEdge Academic 259,Books,Academic,TechEdge,PrimeSupply,218.92,262.07,9/5/2023
5260,HomeCraft Fragrance 260,Beauty,Fragrance,HomeCraft,ValueChain,259.93,296.43,7/5/2023
5261,FitPro Comics 261,Books,Comics,FitPro,ValueChain,769.05,1033,6/18/2025
5262,TrendLine Appliances 262,Home & Kitchen,Appliances,TrendLine,PrimeSupply,3449.49,5556.53,7/22/2025
5263,Voltix Children 263,Books,Children,Voltix,ValueChain,426,704.55,9/11/2025
5264,UrbanNest Children 264,Books,Children,UrbanNest,MetroDistributors,161.83,259.73,6/12/2025
5265,UrbanWear Organic 265,Grocery,Organic,UrbanWear,ValueChain,353.18,504.44,2/8/2024
5266,PureSkin Storage 266,Home & Kitchen,Storage,PureSkin,RetailSource,1486.42,2444.15,12/28/2024
5267,ReadMore Household 267,Grocery,Household,ReadMore,MetroDistributors,818.54,989.88,10/11/2023
5268,UrbanNest Computing 268,Electronics,Computing,UrbanNest,MetroDistributors,1636.22,2049.86,7/30/2024
5269,UrbanWear Non-Fiction 269,Books,Non-Fiction,UrbanWear,MetroDistributors,688.06,808.64,9/10/2023
5270,PixelPro Gadgets 270,Accessories,Gadgets,PixelPro,ValueChain,912.58,1200.39,9/17/2024
5271,TravelMate Computing 271,Electronics,Computing,TravelMate,PrimeSupply,4955.04,7815.59,2/27/2024
5272,PureSkin Yoga 272,Sports,Yoga,PureSkin,GlobalTrade,1047,1367.19,12/27/2023
5273,HomeCraft Yoga 273,Sports,Yoga,HomeCraft,PrimeSupply,2432.62,3015.53,3/28/2023
5274,NovaTech Staples 274,Grocery,Staples,NovaTech,MetroDistributors,209.24,348.44,9/20/2023
5275,TimeCraft Audio 275,Electronics,Audio,TimeCraft,PrimeSupply,2858.22,4755.98,3/16/2024
5276,NovaTech Beverages 276,Grocery,Beverages,NovaTech,GlobalTrade,183.04,264.81,8/15/2024
5277,TechEdge Watches 277,Accessories,Watches,TechEdge,MetroDistributors,1681.84,2552.83,4/15/2025
5278,PureHarvest Cycling 278,Sports,Cycling,PureHarvest,ValueChain,2257.29,3580.8,1/10/2025
5279,UrbanNest Men's Wear 279,Fashion,Men's Wear,UrbanNest,GlobalTrade,379.99,473.53,6/29/2024
5280,PureHarvest Yoga 280,Sports,Yoga,PureHarvest,GlobalTrade,1475.45,2406.97,5/10/2024
5281,GlowCare Computing 281,Electronics,Computing,GlowCare,PrimeSupply,5146.53,6547.31,4/13/2024
5282,GlowCare Children 282,Books,Children,GlowCare,GlobalTrade,371.94,545.7,6/14/2025
5283,TimeCraft Computing 283,Electronics,Computing,TimeCraft,MetroDistributors,2560.49,3638.66,4/17/2025
5284,NovaTech Decor 284,Home & Kitchen,Decor,NovaTech,ValueChain,4493.53,6270.67,1/24/2024
5285,UrbanNest Cameras 285,Electronics,Cameras,UrbanNest,RetailSource,1793.55,2461.07,7/18/2024
5286,UrbanNest Non-Fiction 286,Books,Non-Fiction,UrbanNest,PrimeSupply,145.6,216.18,1/12/2024
5287,PageTurner Personal Care 287,Beauty,Personal Care,PageTurner,GlobalTrade,1203.69,1777.34,7/20/2024
5288,UrbanNest Yoga 288,Sports,Yoga,UrbanNest,RetailSource,2214.33,3346.46,3/1/2024
5289,PureHarvest Mobiles 289,Electronics,Mobiles,PureHarvest,MetroDistributors,2615.13,3639.5,4/30/2025
5290,PageTurner Men's Wear 290,Fashion,Men's Wear,PageTurner,RetailSource,967.91,1269.8,12/5/2024
5291,TimeCraft Footwear 291,Fashion,Footwear,TimeCraft,ValueChain,327.58,489.32,6/24/2023
5292,DailyFresh Cycling 292,Sports,Cycling,DailyFresh,RetailSource,367.12,448.37,1/28/2023
5293,PageTurner Cameras 293,Electronics,Cameras,PageTurner,RetailSource,2181.91,3736.96,8/18/2025
5294,UrbanNest Outdoor 294,Sports,Outdoor,UrbanNest,PrimeSupply,539.36,840.66,12/20/2023
5295,PageTurner Footwear 295,Fashion,Footwear,PageTurner,ValueChain,808.31,993.58,6/1/2023
5296,UrbanWear Organic 296,Grocery,Organic,UrbanWear,PrimeSupply,73.37,85.97,1/12/2025
5297,UrbanNest Footwear 297,Fashion,Footwear,UrbanNest,GlobalTrade,750.6,987.7,4/18/2024
5298,Voltix Cameras 298,Electronics,Cameras,Voltix,RetailSource,4248.63,4932.61,7/8/2024
5299,PureHarvest Cameras 299,Electronics,Cameras,PureHarvest,ValueChain,2481.61,2842.71,9/28/2024
5300,PageTurner Kitchen 300,Home & Kitchen,Kitchen,PageTurner,RetailSource,3560.12,4679.84,11/6/2023
5301,SoundMax Furniture 301,Home & Kitchen,Furniture,SoundMax,RetailSource,1492.27,2237.85,7/21/2024
5302,UrbanNest Children 302,Books,Children,UrbanNest,ValueChain,219.85,261.87,10/18/2024
5303,PureSkin Children 303,Books,Children,PureSkin,GlobalTrade,305.31,501.34,9/5/2024
5304,TrailMaster Accessories 304,Electronics,Accessories,TrailMaster,MetroDistributors,5962.45,7571.1,6/20/2025
5305,KitchenPro Snacks 305,Grocery,Snacks,KitchenPro,PrimeSupply,127.3,164.48,1/27/2024
5306,TrailMaster Audio 306,Electronics,Audio,TrailMaster,RetailSource,1577.68,2671.12,5/20/2024
5307,HomeCraft Non-Fiction 307,Books,Non-Fiction,HomeCraft,MetroDistributors,132.61,161.21,1/20/2025
5308,TechEdge Computing 308,Electronics,Computing,TechEdge,GlobalTrade,1175.17,1883.88,1/9/2025
5309,SoundMax Men's Wear 309,Fashion,Men's Wear,SoundMax,MetroDistributors,902.73,1112.3,9/23/2025
5310,PureHarvest Fiction 310,Books,Fiction,PureHarvest,ValueChain,289.5,341.32,7/18/2023
5311,FitPro Kitchen 311,Home & Kitchen,Kitchen,FitPro,PrimeSupply,392.74,659.03,7/9/2025
5312,DailyFresh Audio 312,Electronics,Audio,DailyFresh,PrimeSupply,3798.79,5518.35,4/17/2024
5313,GlowCare Non-Fiction 313,Books,Non-Fiction,GlowCare,PrimeSupply,293.88,400.9,8/4/2023
5314,PureSkin Yoga 314,Sports,Yoga,PureSkin,ValueChain,2240.02,2591.77,10/19/2023
5315,KitchenPro Snacks 315,Grocery,Snacks,KitchenPro,GlobalTrade,348.56,487.6,12/18/2023
5316,SoundMax Outdoor 316,Sports,Outdoor,SoundMax,ValueChain,685.12,840.33,9/19/2025
5317,PageTurner Computing 317,Electronics,Computing,PageTurner,GlobalTrade,4326.64,7204.66,4/20/2023
5318,TechEdge Cycling 318,Sports,Cycling,TechEdge,ValueChain,418.18,504.41,8/7/2023
5319,PureHarvest Snacks 319,Grocery,Snacks,PureHarvest,RetailSource,315.58,487.16,12/15/2024
5320,SoundMax Audio 320,Electronics,Audio,SoundMax,GlobalTrade,2389.2,3969.21,8/5/2025
5321,TravelMate Mobiles 321,Electronics,Mobiles,TravelMate,RetailSource,6178.33,7336.61,3/21/2023
5322,StyleHub Fitness 322,Sports,Fitness,StyleHub,PrimeSupply,482.36,564.67,2/13/2024
5323,HomeCraft Fiction 323,Books,Fiction,HomeCraft,PrimeSupply,660.07,926.14,2/13/2024
5324,HomeCraft Bags 324,Fashion,Bags,HomeCraft,MetroDistributors,2038.04,3082.19,5/13/2024
5325,TrailMaster Fiction 325,Books,Fiction,TrailMaster,MetroDistributors,579.03,687.31,2/2/2025
5326,DailyFresh Mobiles 326,Electronics,Mobiles,DailyFresh,RetailSource,1289.71,2146.96,6/7/2024
5327,StyleHub Women's Wear 327,Fashion,Women's Wear,StyleHub,ValueChain,662.92,1139.39,5/19/2023
5328,StyleHub Comics 328,Books,Comics,StyleHub,GlobalTrade,203.66,293.64,8/30/2023
5329,PureHarvest Kitchen 329,Home & Kitchen,Kitchen,PureHarvest,GlobalTrade,1867.8,2172.93,1/8/2025
5330,StyleHub Men's Wear 330,Fashion,Men's Wear,StyleHub,RetailSource,742.88,1232.61,8/27/2023
5331,KitchenPro Team Sports 331,Sports,Team Sports,KitchenPro,GlobalTrade,885.78,1199.9,5/11/2024
5332,TimeCraft Bags 332,Fashion,Bags,TimeCraft,MetroDistributors,1181.28,1829.21,1/12/2024
5333,ReadMore Beverages 333,Grocery,Beverages,ReadMore,ValueChain,560.61,753.09,3/14/2024
5334,PureSkin Stationery 334,Accessories,Stationery,PureSkin,GlobalTrade,491.23,665.63,1/15/2025
5335,NovaTech Yoga 335,Sports,Yoga,NovaTech,RetailSource,2509.95,4174.59,9/1/2023
5336,UrbanWear Children 336,Books,Children,UrbanWear,GlobalTrade,435.2,547.63,12/1/2024
5337,TravelMate Beverages 337,Grocery,Beverages,TravelMate,RetailSource,759.4,916.35,1/31/2025
5338,TravelMate Children 338,Books,Children,TravelMate,MetroDistributors,141.52,187.28,9/24/2025
5339,TrailMaster Non-Fiction 339,Books,Non-Fiction,TrailMaster,RetailSource,539.02,623.71,3/27/2024
5340,StyleHub Mobiles 340,Electronics,Mobiles,StyleHub,PrimeSupply,1920.3,2978.33,3/30/2023
5341,PureHarvest Snacks 341,Grocery,Snacks,PureHarvest,ValueChain,407.55,476.86,10/29/2024
5342,PureSkin Decor 342,Home & Kitchen,Decor,PureSkin,MetroDistributors,555.81,839.03,1/29/2025
5343,SoundMax Accessories 343,Electronics,Accessories,SoundMax,MetroDistributors,1904.79,2171.72,2/1/2023
5344,UrbanWear Makeup 344,Beauty,Makeup,UrbanWear,MetroDistributors,1506.63,2165.26,7/14/2023
5345,KitchenPro Decor 345,Home & Kitchen,Decor,KitchenPro,PrimeSupply,1053.03,1502.45,12/10/2023
5346,TrailMaster Cameras 346,Electronics,Cameras,TrailMaster,ValueChain,3871.11,5293.11,5/26/2024
5347,Voltix Outdoor 347,Sports,Outdoor,Voltix,PrimeSupply,1312.79,1966.93,5/29/2024
5348,ReadMore Audio 348,Electronics,Audio,ReadMore,MetroDistributors,1808.99,2402.74,7/16/2023
5349,HomeCraft Organic 349,Grocery,Organic,HomeCraft,ValueChain,116.97,182.53,7/19/2023
5350,FitPro Watches 350,Accessories,Watches,FitPro,RetailSource,1024.53,1608.83,7/25/2025
5351,KitchenPro Fiction 351,Books,Fiction,KitchenPro,MetroDistributors,263.54,372.54,12/19/2024
5352,HomeCraft Furniture 352,Home & Kitchen,Furniture,HomeCraft,ValueChain,2393,3054.77,5/22/2024
5353,TrailMaster Fragrance 353,Beauty,Fragrance,TrailMaster,RetailSource,1606.24,2095.79,11/28/2023
5354,TimeCraft Mobiles 354,Electronics,Mobiles,TimeCraft,RetailSource,2699.73,4271.99,4/14/2024
5355,ReadMore Fitness 355,Sports,Fitness,ReadMore,ValueChain,1779.93,2439.85,8/23/2025
5356,TrendLine Kitchen 356,Home & Kitchen,Kitchen,TrendLine,MetroDistributors,981.67,1425.03,11/4/2023
5357,TimeCraft Women's Wear 357,Fashion,Women's Wear,TimeCraft,PrimeSupply,722.92,1029.21,11/27/2023
5358,DailyFresh Audio 358,Electronics,Audio,DailyFresh,PrimeSupply,5501.76,6522.81,3/24/2024
5359,TimeCraft Jewelry 359,Accessories,Jewelry,TimeCraft,MetroDistributors,1141.86,1321.83,7/8/2023
5360,NovaTech Kitchen 360,Home & Kitchen,Kitchen,NovaTech,MetroDistributors,2685.18,3285.61,4/21/2023
5361,DailyFresh Accessories 361,Fashion,Accessories,DailyFresh,ValueChain,932.95,1166.33,6/11/2025
5362,TrendLine Kitchen 362,Home & Kitchen,Kitchen,TrendLine,PrimeSupply,789.36,1141.72,11/15/2024
5363,TrailMaster Skincare 363,Beauty,Skincare,TrailMaster,PrimeSupply,468.5,638.52,12/3/2023
5364,TimeCraft Staples 364,Grocery,Staples,TimeCraft,PrimeSupply,1009.32,1196.56,7/24/2024
5365,TrendLine Mobiles 365,Electronics,Mobiles,TrendLine,GlobalTrade,2408.59,3340.92,5/11/2024
5366,TrailMaster Accessories 366,Electronics,Accessories,TrailMaster,RetailSource,5303.35,6668.51,4/10/2023
5367,TravelMate Computing 367,Electronics,Computing,TravelMate,GlobalTrade,2149.76,3392.81,1/24/2025
5368,PixelPro Personal Care 368,Beauty,Personal Care,PixelPro,PrimeSupply,493.72,792.26,4/13/2023
5369,PageTurner Cycling 369,Sports,Cycling,PageTurner,RetailSource,371.07,467.41,7/23/2024
5370,TrailMaster Beverages 370,Grocery,Beverages,TrailMaster,GlobalTrade,305.56,362.29,10/20/2023
5371,TechEdge Household 371,Grocery,Household,TechEdge,GlobalTrade,257.98,294.93,3/12/2024
5372,NovaTech Audio 372,Electronics,Audio,NovaTech,MetroDistributors,2448.98,4055.24,4/18/2024
5373,FitPro Staples 373,Grocery,Staples,FitPro,GlobalTrade,818.21,1043.27,3/11/2024
5374,UrbanNest Snacks 374,Grocery,Snacks,UrbanNest,RetailSource,48.96,80.75,8/11/2023
5375,KitchenPro Yoga 375,Sports,Yoga,KitchenPro,PrimeSupply,1114.17,1578.57,3/25/2023
5376,Voltix Accessories 376,Fashion,Accessories,Voltix,MetroDistributors,1785.72,2343.48,5/12/2023
5377,GlowCare Academic 377,Books,Academic,GlowCare,RetailSource,224.42,359.33,12/28/2024
5378,HomeCraft Yoga 378,Sports,Yoga,HomeCraft,MetroDistributors,866.56,1314.44,4/7/2023
5379,SoundMax Bags 379,Fashion,Bags,SoundMax,GlobalTrade,2170.31,2848.46,5/21/2024
5380,NovaTech Mobiles 380,Electronics,Mobiles,NovaTech,RetailSource,5884.3,7526.79,11/2/2023
5381,HomeCraft Skincare 381,Beauty,Skincare,HomeCraft,RetailSource,1488.16,1887.6,11/26/2024
5382,PureSkin Skincare 382,Beauty,Skincare,PureSkin,ValueChain,276.16,416.07,9/21/2024
5383,GlowCare Accessories 383,Electronics,Accessories,GlowCare,PrimeSupply,5156.3,7938.2,7/3/2023
5384,PageTurner Snacks 384,Grocery,Snacks,PageTurner,GlobalTrade,349.13,593.66,11/9/2024
5385,PureSkin Computing 385,Electronics,Computing,PureSkin,ValueChain,2709.41,4414.77,10/20/2024
5386,KitchenPro Furniture 386,Home & Kitchen,Furniture,KitchenPro,PrimeSupply,462.12,549.91,10/10/2023
5387,TimeCraft Men's Wear 387,Fashion,Men's Wear,TimeCraft,GlobalTrade,429.71,720.79,4/21/2025
5388,PureSkin Fitness 388,Sports,Fitness,PureSkin,GlobalTrade,492.91,644.26,3/16/2024
5389,PureSkin Cameras 389,Electronics,Cameras,PureSkin,MetroDistributors,1632.51,1905.92,2/4/2023
5390,TrendLine Children 390,Books,Children,TrendLine,MetroDistributors,428.59,503.82,9/20/2024
5391,UrbanWear Women's Wear 391,Fashion,Women's Wear,UrbanWear,ValueChain,1727.7,2812.66,3/26/2024
5392,TravelMate Kitchen 392,Home & Kitchen,Kitchen,TravelMate,PrimeSupply,1877.29,2466.5,12/27/2023
5393,UrbanWear Computing 393,Electronics,Computing,UrbanWear,GlobalTrade,5512.2,7513.35,3/26/2024
5394,DailyFresh Men's Wear 394,Fashion,Men's Wear,DailyFresh,RetailSource,469.52,604.81,9/5/2025
5395,SoundMax Women's Wear 395,Fashion,Women's Wear,SoundMax,MetroDistributors,620.85,879.31,1/24/2024
5396,TimeCraft Cameras 396,Electronics,Cameras,TimeCraft,RetailSource,2178.44,3433.24,11/23/2024
5397,PageTurner Men's Wear 397,Fashion,Men's Wear,PageTurner,RetailSource,1252.25,1556.82,4/30/2025
5398,DailyFresh Fragrance 398,Beauty,Fragrance,DailyFresh,ValueChain,397.4,599.37,8/1/2024
5399,KitchenPro Gadgets 399,Accessories,Gadgets,KitchenPro,PrimeSupply,328.57,385.42,6/9/2025
5400,FitPro Fiction 400,Books,Fiction,FitPro,ValueChain,498.87,658.14,5/12/2024
5401,PageTurner Cameras 401,Electronics,Cameras,PageTurner,MetroDistributors,1618.49,2198.57,8/14/2023
5402,SoundMax Bags 402,Fashion,Bags,SoundMax,GlobalTrade,1176.34,1348.59,5/6/2024
5403,FitPro Computing 403,Electronics,Computing,FitPro,RetailSource,4710.61,6430.46,5/4/2023
5404,PureHarvest Haircare 404,Beauty,Haircare,PureHarvest,GlobalTrade,164.24,264.28,10/19/2023
5405,DailyFresh Accessories 405,Fashion,Accessories,DailyFresh,GlobalTrade,841.36,1423.56,7/25/2023
5406,PageTurner Snacks 406,Grocery,Snacks,PageTurner,MetroDistributors,129.56,171.33,3/19/2023
5407,PureHarvest Women's Wear 407,Fashion,Women's Wear,PureHarvest,GlobalTrade,1020.67,1684.82,6/3/2023
5408,HomeCraft Staples 408,Grocery,Staples,HomeCraft,ValueChain,468.37,681.67,4/17/2025
5409,TrailMaster Personal Care 409,Beauty,Personal Care,TrailMaster,PrimeSupply,1200.88,1410.24,5/8/2025
5410,HomeCraft Women's Wear 410,Fashion,Women's Wear,HomeCraft,PrimeSupply,1359.25,1924.17,6/24/2025
5411,PureHarvest Kitchen 411,Home & Kitchen,Kitchen,PureHarvest,ValueChain,816.8,1010.35,1/25/2023
5412,GlowCare Kitchen 412,Home & Kitchen,Kitchen,GlowCare,MetroDistributors,883.05,1047.34,9/1/2025
5413,DailyFresh Non-Fiction 413,Books,Non-Fiction,DailyFresh,RetailSource,227.34,264.77,12/9/2023
5414,HomeCraft Organic 414,Grocery,Organic,HomeCraft,GlobalTrade,359.27,494.64,2/8/2024
5415,KitchenPro Decor 415,Home & Kitchen,Decor,KitchenPro,GlobalTrade,465.39,693.74,6/30/2023
5416,TravelMate Accessories 416,Fashion,Accessories,TravelMate,PrimeSupply,430.51,588.5,8/4/2025
5417,PureHarvest Decor 417,Home & Kitchen,Decor,PureHarvest,ValueChain,3451.28,5295.61,9/25/2025
5418,Voltix Men's Wear 418,Fashion,Men's Wear,Voltix,GlobalTrade,1000.5,1420.11,12/3/2024
5419,UrbanWear Household 419,Grocery,Household,UrbanWear,ValueChain,71.57,95.19,3/17/2023
5420,TechEdge Mobiles 420,Electronics,Mobiles,TechEdge,MetroDistributors,2176.55,2950.81,2/27/2024
5421,FitPro Storage 421,Home & Kitchen,Storage,FitPro,GlobalTrade,3695.89,5738.56,10/6/2023
5422,NovaTech Outdoor 422,Sports,Outdoor,NovaTech,MetroDistributors,1170.58,1750.81,7/7/2025
5423,NovaTech Kitchen 423,Home & Kitchen,Kitchen,NovaTech,RetailSource,2420.23,3256.99,10/13/2024
5424,GlowCare Mobiles 424,Electronics,Mobiles,GlowCare,RetailSource,5043.07,7258.22,8/26/2025
5425,PureHarvest Footwear 425,Fashion,Footwear,PureHarvest,MetroDistributors,1738.35,1982.87,4/14/2025
5426,PageTurner Yoga 426,Sports,Yoga,PageTurner,MetroDistributors,1133.45,1470.6,6/17/2024
5427,TrailMaster Travel 427,Accessories,Travel,TrailMaster,GlobalTrade,159.45,232.37,10/10/2023
5428,PureSkin Staples 428,Grocery,Staples,PureSkin,RetailSource,653.21,989.46,2/18/2025
5429,TechEdge Skincare 429,Beauty,Skincare,TechEdge,ValueChain,256.69,297.44,11/28/2024
5430,Voltix Children 430,Books,Children,Voltix,GlobalTrade,248.5,307.39,2/15/2025
5431,PureSkin Skincare 431,Beauty,Skincare,PureSkin,MetroDistributors,230.4,265.45,7/21/2025
5432,TimeCraft Footwear 432,Fashion,Footwear,TimeCraft,ValueChain,710.29,845.65,8/31/2024
5433,SoundMax Accessories 433,Electronics,Accessories,SoundMax,MetroDistributors,1524.51,2462.29,10/28/2024
5434,UrbanNest Storage 434,Home & Kitchen,Storage,UrbanNest,PrimeSupply,4084.3,6395.45,2/27/2024
5435,TechEdge Bags 435,Fashion,Bags,TechEdge,ValueChain,548.23,662.72,5/6/2024
5436,PixelPro Jewelry 436,Accessories,Jewelry,PixelPro,ValueChain,617.75,958.01,5/15/2023
5437,UrbanNest Team Sports 437,Sports,Team Sports,UrbanNest,MetroDistributors,1254.72,1963.96,7/11/2023
5438,Voltix Watches 438,Accessories,Watches,Voltix,MetroDistributors,436.47,747.8,9/24/2025
5439,HomeCraft Decor 439,Home & Kitchen,Decor,HomeCraft,PrimeSupply,3253.65,3762.67,6/28/2023
5440,StyleHub Audio 440,Electronics,Audio,StyleHub,MetroDistributors,2302.95,3233.97,3/13/2023
5441,PageTurner Watches 441,Accessories,Watches,PageTurner,ValueChain,278.58,367.03,3/9/2025
5442,GlowCare Decor 442,Home & Kitchen,Decor,GlowCare,RetailSource,1795.69,2513.74,5/15/2023
5443,GlowCare Makeup 443,Beauty,Makeup,GlowCare,RetailSource,1304.16,1627.66,4/6/2024
5444,PureSkin Computing 444,Electronics,Computing,PureSkin,ValueChain,6209.89,7927.28,1/10/2024
5445,Voltix Beverages 445,Grocery,Beverages,Voltix,MetroDistributors,779.17,967.3,2/21/2024
5446,SoundMax Computing 446,Electronics,Computing,SoundMax,PrimeSupply,2445.79,4074.08,2/3/2024
5447,NovaTech Beverages 447,Grocery,Beverages,NovaTech,PrimeSupply,106.07,169.61,2/6/2023
5448,PureHarvest Audio 448,Electronics,Audio,PureHarvest,RetailSource,3041.06,4032.9,9/25/2023
5449,PureHarvest Appliances 449,Home & Kitchen,Appliances,PureHarvest,MetroDistributors,2250.74,2743.35,10/3/2024
5450,UrbanNest Staples 450,Grocery,Staples,UrbanNest,GlobalTrade,393.95,476.36,3/20/2023
5451,ReadMore Men's Wear 451,Fashion,Men's Wear,ReadMore,PrimeSupply,1302.61,1869.4,9/23/2023
5452,HomeCraft Appliances 452,Home & Kitchen,Appliances,HomeCraft,MetroDistributors,608.25,715.76,6/18/2025
5453,KitchenPro Fragrance 453,Beauty,Fragrance,KitchenPro,GlobalTrade,790.11,936.64,10/16/2024
5454,TrailMaster Kitchen 454,Home & Kitchen,Kitchen,TrailMaster,MetroDistributors,1441.91,2484.79,5/28/2024
5455,TimeCraft Furniture 455,Home & Kitchen,Furniture,TimeCraft,MetroDistributors,505.74,685.42,6/30/2024
5456,PureSkin Accessories 456,Electronics,Accessories,PureSkin,GlobalTrade,4772.38,7968.98,8/27/2025
5457,TravelMate Fragrance 457,Beauty,Fragrance,TravelMate,MetroDistributors,170.11,266.8,2/19/2023
5458,TravelMate Accessories 458,Electronics,Accessories,TravelMate,PrimeSupply,1733.53,2642.46,5/27/2025
5459,NovaTech Organic 459,Grocery,Organic,NovaTech,GlobalTrade,170,209.22,4/23/2024
5460,UrbanWear Fiction 460,Books,Fiction,UrbanWear,RetailSource,330.23,399.2,5/9/2024
5461,StyleHub Furniture 461,Home & Kitchen,Furniture,StyleHub,ValueChain,1130.32,1484.22,8/18/2023
5462,TechEdge Makeup 462,Beauty,Makeup,TechEdge,ValueChain,1455.75,2029.3,1/24/2024
5463,Voltix Fragrance 463,Beauty,Fragrance,Voltix,MetroDistributors,942.08,1138.44,6/26/2024
5464,TravelMate Fitness 464,Sports,Fitness,TravelMate,MetroDistributors,3266.73,4470.71,9/13/2023
5465,TechEdge Accessories 465,Fashion,Accessories,TechEdge,RetailSource,328.32,470.9,12/16/2023
5466,TrendLine Yoga 466,Sports,Yoga,TrendLine,RetailSource,684.08,863.93,9/20/2025
5467,TrendLine Audio 467,Electronics,Audio,TrendLine,RetailSource,2233.28,2998.19,3/27/2025
5468,FitPro Footwear 468,Fashion,Footwear,FitPro,ValueChain,481.99,745.65,8/28/2024
5469,GlowCare Audio 469,Electronics,Audio,GlowCare,MetroDistributors,2010.49,2400.82,10/20/2023
5470,NovaTech Jewelry 470,Accessories,Jewelry,NovaTech,ValueChain,200.88,265.4,4/20/2025
5471,StyleHub Accessories 471,Fashion,Accessories,StyleHub,RetailSource,445.81,510.96,5/8/2025
5472,UrbanNest Cycling 472,Sports,Cycling,UrbanNest,MetroDistributors,477.99,815.69,9/11/2025
5473,PixelPro Women's Wear 473,Fashion,Women's Wear,PixelPro,ValueChain,352.59,409.58,10/30/2024
5474,TravelMate Audio 474,Electronics,Audio,TravelMate,RetailSource,3361.77,4601.15,8/12/2023
5475,GlowCare Accessories 475,Electronics,Accessories,GlowCare,MetroDistributors,1302.08,2129.04,1/12/2024
5476,TravelMate Furniture 476,Home & Kitchen,Furniture,TravelMate,RetailSource,2063.09,2820,7/13/2025
5477,TimeCraft Cycling 477,Sports,Cycling,TimeCraft,RetailSource,956.23,1491.44,4/14/2023
5478,TravelMate Outdoor 478,Sports,Outdoor,TravelMate,GlobalTrade,304.33,507.17,3/5/2025
5479,Voltix Decor 479,Home & Kitchen,Decor,Voltix,ValueChain,495.56,667.48,5/16/2024
5480,DailyFresh Women's Wear 480,Fashion,Women's Wear,DailyFresh,ValueChain,465.66,684.36,3/30/2024
5481,NovaTech Bags 481,Fashion,Bags,NovaTech,ValueChain,1718.58,2472.79,6/10/2023
5482,TrendLine Skincare 482,Beauty,Skincare,TrendLine,GlobalTrade,262.93,406.9,8/6/2025
5483,PureHarvest Bags 483,Fashion,Bags,PureHarvest,ValueChain,2570.54,3090.69,7/29/2023
5484,PureSkin Household 484,Grocery,Household,PureSkin,MetroDistributors,114.62,158.94,8/12/2024
5485,Voltix Footwear 485,Fashion,Footwear,Voltix,GlobalTrade,1675.69,1990.36,7/4/2024
5486,SoundMax Footwear 486,Fashion,Footwear,SoundMax,ValueChain,316.94,446.45,1/29/2024
5487,StyleHub Children 487,Books,Children,StyleHub,RetailSource,622.41,787.15,5/26/2023
5488,ReadMore Comics 488,Books,Comics,ReadMore,RetailSource,322.15,504.17,6/9/2023
5489,TimeCraft Accessories 489,Fashion,Accessories,TimeCraft,MetroDistributors,331.77,425.8,9/29/2024
5490,PageTurner Audio 490,Electronics,Audio,PageTurner,PrimeSupply,1944.31,2932.23,12/28/2024
5491,StyleHub Mobiles 491,Electronics,Mobiles,StyleHub,RetailSource,3323.74,5259.44,8/31/2023
5492,TrailMaster Storage 492,Home & Kitchen,Storage,TrailMaster,PrimeSupply,1657.63,2042.34,2/13/2025
5493,ReadMore Comics 493,Books,Comics,ReadMore,RetailSource,281,369.17,11/14/2024
5494,UrbanWear Cycling 494,Sports,Cycling,UrbanWear,MetroDistributors,1195.7,2013.56,7/26/2023
5495,HomeCraft Kitchen 495,Home & Kitchen,Kitchen,HomeCraft,ValueChain,1113.35,1617.43,1/20/2024
5496,HomeCraft Cameras 496,Electronics,Cameras,HomeCraft,GlobalTrade,1695.56,2395.94,1/7/2024
5497,PageTurner Yoga 497,Sports,Yoga,PageTurner,ValueChain,1517.86,2332.03,7/8/2024
5498,DailyFresh Personal Care 498,Beauty,Personal Care,DailyFresh,PrimeSupply,1212.62,2077.36,2/25/2023
5499,Voltix Children 499,Books,Children,Voltix,PrimeSupply,272.44,438.13,8/9/2025
5500,TravelMate Team Sports 500,Sports,Team Sports,TravelMate,GlobalTrade,1721.09,2381.73,7/11/2024
5501,NovaTech Storage 501,Home & Kitchen,Storage,NovaTech,GlobalTrade,316.97,540.09,11/16/2024
5502,UrbanWear Children 502,Books,Children,UrbanWear,RetailSource,808.82,1116.29,8/23/2024
5503,TrendLine Footwear 503,Fashion,Footwear,TrendLine,PrimeSupply,714.71,844.35,2/4/2024
5504,SoundMax Personal Care 504,Beauty,Personal Care,SoundMax,RetailSource,180.09,281.85,4/28/2025
5505,PageTurner Men's Wear 505,Fashion,Men's Wear,PageTurner,ValueChain,691.38,972.2,11/20/2023
